"","gamePlayId","playSide","possessionTeam","ballCarrierId","defensiveTeam","nflId","edgeSetterId_atMaxChange","frames_from_start_atMaxChange","total_change_at_max_change","relative_total_change","max_EIR_atMaxChange","expectedPointsAdded","edge_intensity_rating","edge_intensity_rating_no_time"
"33","2022091100 1046","right","ATL",39975,"NO",48544,37097,6,11.586982629396,11.586982629396,63.03530375539,0.617897772,47.8805425657788,0.461579256793772
"34","2022091100 1088","right","ATL",39975,"NO",37097,53489,11,10.2407853857401,7.53921461425995,66.0103612728872,1.356858938,64.4510044742189,0.592529609100855
"35","2022091100 1088","right","ATL",39975,"NO",46197,53489,11,10.2407853857401,7.53921461425995,66.0103612728872,1.356858938,62.5160741725274,0.579845026296969
"36","2022091100 1088","right","ATL",39975,"NO",53489,53489,11,10.2407853857401,7.53921461425995,66.0103612728872,1.356858938,66.0103612728872,0.602752091231721
"37","2022091100 1260","left","ATL",39975,"NO",53489,43409,19,29.4641300435001,-29.4641300435002,80.2537635508577,0.523080678,55.6827215324958,0.57076274889223
"38","2022091100 1260","left","ATL",39975,"NO",43409,43409,19,29.4641300435001,-29.4641300435002,80.2537635508577,0.523080678,80.2537635508577,0.731840084229436
"39","2022091100 1260","left","ATL",39975,"NO",46083,43409,19,29.4641300435001,-29.4641300435002,80.2537635508577,0.523080678,66.4859215133298,0.641583948283256
"40","2022091100 1413","left","NO",44879,"ATL",48520,48520,6,7.63186353512565,-4.52813646487439,56.1445099973943,0.093078491,56.1445099973943,0.515754324021418
"41","2022091100 1413","left","NO",44879,"ATL",52527,48520,6,7.63186353512565,-4.52813646487439,56.1445099973943,0.093078491,53.50966828249,0.498481418698358
"42","2022091100 1413","left","NO",44879,"ATL",54503,48520,6,7.63186353512565,-4.52813646487439,56.1445099973943,0.093078491,55.0329730761579,0.508467559167576
"43","2022091100 1651","left","ATL",39975,"NO",48544,48537,15,14.5075238077204,-14.5075238077204,55.6355065257338,0.130479397,54.0791928230296,0.54239355158235
"44","2022091100 1651","left","ATL",39975,"NO",48537,48537,15,14.5075238077204,-14.5075238077204,55.6355065257338,0.130479397,55.6355065257338,0.552596084466101
"45","2022091100 1651","left","ATL",39975,"NO",48027,48537,15,14.5075238077204,-14.5075238077204,55.6355065257338,0.130479397,52.1722904557354,0.529892708034794
"46","2022091100 2332","left","ATL",39975,"NO",48537,48537,7,22.1842057672872,-8.33579423271277,68.4853753577642,0.736084388,68.4853753577642,0.601120091509172
"47","2022091100 2332","left","ATL",39975,"NO",43409,48537,7,22.1842057672872,-8.33579423271277,68.4853753577642,0.736084388,60.262401686692,0.547213761997607
"48","2022091100 2491","left","NO",44879,"ATL",46135,46135,4,14.1083183370286,-5.61168166297139,67.0445914021604,0.98075755,67.0445914021604,0.578282065529281
"49","2022091100 2491","left","NO",44879,"ATL",46091,46135,4,14.1083183370286,-5.61168166297139,67.0445914021604,0.98075755,61.6938252536337,0.543204710951762
"50","2022091100 2491","left","NO",44879,"ATL",55173,46135,4,14.1083183370286,-5.61168166297139,67.0445914021604,0.98075755,59.0760505840675,0.526043689942891
"51","2022091100 2595","right","ATL",39975,"NO",53457,46197,11,25.1020005535333,25.1020005535333,67.3816618010619,-0.296223967,60.7665773292298,0.56837606663752
"52","2022091100 2595","right","ATL",39975,"NO",38607,46197,11,25.1020005535333,25.1020005535333,67.3816618010619,-0.296223967,56.761106366336,0.542117897000622
"53","2022091100 2595","right","ATL",39975,"NO",46197,46197,11,25.1020005535333,25.1020005535333,67.3816618010619,-0.296223967,67.3816618010619,0.611741756173884
"54","2022091100 2741","right","NO",37101,"ATL",46091,53611,9,11.0171236074903,11.0171236074903,58.9420374039044,-0.47855791,44.4547669762722,0.452514181423689
"55","2022091100 2741","right","NO",37101,"ATL",46841,53611,9,11.0171236074903,11.0171236074903,58.9420374039044,-0.47855791,55.5859426360277,0.525485450330555
"56","2022091100 2741","right","NO",37101,"ATL",53611,53611,9,11.0171236074903,11.0171236074903,58.9420374039044,-0.47855791,58.9420374039044,0.547486584915923
"57","2022091100 2899","left","ATL",53612,"NO",53489,46083,9,6.17074268392549,-0.409257316074502,63.4733467123922,-0.456967111,42.9970000995553,0.442957679755225
"58","2022091100 2899","left","ATL",53612,"NO",46083,46083,9,6.17074268392549,-0.409257316074502,63.4733467123922,-0.456967111,63.4733467123922,0.577191927833592
"59","2022091100 2899","left","ATL",53612,"NO",43409,46083,9,6.17074268392549,-0.409257316074502,63.4733467123922,-0.456967111,61.8017253748432,0.566233486976912
"60","2022091100 3778","right","ATL",39975,"NO",46197,46197,4,16.5964895703644,13.0435104296357,71.4002107575317,0.051846095,71.4002107575317,0.606835659592654
"61","2022091100 3778","right","ATL",39975,"NO",37097,46197,4,16.5964895703644,13.0435104296357,71.4002107575317,0.051846095,66.3443782102439,0.573691764676856
"62","2022091100 3778","right","ATL",39975,"NO",48544,46197,4,16.5964895703644,13.0435104296357,71.4002107575317,0.051846095,55.2176881851301,0.500749901689154
"63","2022091100 3778","right","ATL",39975,"NO",38607,46197,4,16.5964895703644,13.0435104296357,71.4002107575317,0.051846095,56.8370781932177,0.511365936091746
"64","2022091100 3888","right","ATL",39975,"NO",37097,43409,12,15.6216086050431,5.13839139495678,78.594627600797,-0.62212576,72.2178558080362,0.647910079642655
"65","2022091100 3888","right","ATL",39975,"NO",43409,43409,12,15.6216086050431,5.13839139495678,78.594627600797,-0.62212576,78.594627600797,0.689713492280335
"66","2022091100 3888","right","ATL",39975,"NO",38607,43409,12,15.6216086050431,5.13839139495678,78.594627600797,-0.62212576,76.9679234182688,0.67904950925073
"67","2022091100 762","right","NO",37101,"ATL",46091,46135,4,8.14224469156494,8.14224469156494,68.134211834152,1.208457374,55.4574264317965,0.502321524004667
"68","2022091100 762","right","NO",37101,"ATL",46841,46135,4,8.14224469156494,8.14224469156494,68.134211834152,1.208457374,64.8862205468982,0.564132701176914
"69","2022091100 762","right","NO",37101,"ATL",46135,46135,4,8.14224469156494,8.14224469156494,68.134211834152,1.208457374,68.134211834152,0.585425155170454
"70","2022091100 78","left","ATL",39975,"NO",48544,48544,17,13.1424177657247,-13.1424177657248,50.995838843754,0.155374359,50.995838843754,0.531108961415579
"71","2022091100 78","left","ATL",39975,"NO",46083,48544,17,13.1424177657247,-13.1424177657248,50.995838843754,0.155374359,46.1925666112085,0.499620744858078
"72","2022091100 78","left","ATL",39975,"NO",38607,48544,17,13.1424177657247,-13.1424177657248,50.995838843754,0.155374359,48.6381228076243,0.515652774563684
"73","2022091100 807","right","NO",44879,"ATL",42480,52527,11,17.1879017448087,17.1879017448087,80.8701723769042,-0.53801542,68.0556089312074,0.616159867860025
"74","2022091100 807","right","NO",44879,"ATL",48520,52527,11,17.1879017448087,17.1879017448087,80.8701723769042,-0.53801542,69.1000122218728,0.623006533091075
"75","2022091100 807","right","NO",44879,"ATL",52527,52527,11,17.1879017448087,17.1879017448087,80.8701723769042,-0.53801542,80.8701723769042,0.700166713471208
"76","2022091100 807","right","NO",44879,"ATL",53611,52527,11,17.1879017448087,17.1879017448087,80.8701723769042,-0.53801542,66.826016006313,0.608099177892401
"77","2022091101 158","left","CLE",46104,"CAR",46527,52446,7,7.39454653643222,-6.70545346356769,58.3681658028915,0.960908995,51.3094962896757,0.488522309522788
"78","2022091101 158","left","CLE",46104,"CAR",52446,52446,7,7.39454653643222,-6.70545346356769,58.3681658028915,0.960908995,58.3681658028915,0.534795954546271
"79","2022091101 158","left","CLE",46104,"CAR",52415,52446,7,7.39454653643222,-6.70545346356769,58.3681658028915,0.960908995,53.8449756734934,0.505143837524839
"80","2022091101 1980","right","CLE",46104,"CAR",52415,47799,8,10.9568118402203,10.9568118402203,81.8783045566571,0.614536994,57.7893757916422,0.535465938306975
"81","2022091101 1980","right","CLE",46104,"CAR",47799,47799,8,10.9568118402203,10.9568118402203,81.8783045566571,0.614536994,81.8783045566571,0.693382743532277
"82","2022091101 1980","right","CLE",46104,"CAR",42368,47799,8,10.9568118402203,10.9568118402203,81.8783045566571,0.614536994,58.7289779901223,0.541625572004848
"83","2022091101 2001","right","CLE",46104,"CAR",46527,46527,12,18.0807925218396,18.0807925218396,56.560941181288,0.549077321,56.560941181288,0.545269984615587
"84","2022091101 213","right","CLE",46104,"CAR",42368,47799,11,7.30267985157229,7.30267985157229,51.887284303459,-0.619540761,34.3656171376523,0.395302563494063
"85","2022091101 213","right","CLE",46104,"CAR",52415,47799,11,7.30267985157229,7.30267985157229,51.887284303459,-0.619540761,39.2478613896408,0.42730848713328
"86","2022091101 213","right","CLE",46104,"CAR",47799,47799,11,7.30267985157229,7.30267985157229,51.887284303459,-0.619540761,51.887284303459,0.510167185662892
"87","2022091101 2501","left","CLE",44898,"CAR",43797,46205,8,9.14409008100154,-4.53590991899847,58.6631748896204,-0.220429361,45.4180375101162,0.454364688980462
"88","2022091101 2501","left","CLE",44898,"CAR",46205,46205,8,9.14409008100154,-4.53590991899847,58.6631748896204,-0.220429361,58.6631748896204,0.541194194773151
"89","2022091101 2545","left","CLE",44898,"CAR",46527,47799,7,29.0674131912098,-29.0674131912099,66.7592150508474,-0.782462482,60.5206592061854,0.548906788815098
"90","2022091101 2545","left","CLE",44898,"CAR",47799,47799,7,29.0674131912098,-29.0674131912099,66.7592150508474,-0.782462482,66.7592150508474,0.58980411628943
"91","2022091101 2545","left","CLE",44898,"CAR",43797,47799,7,29.0674131912098,-29.0674131912099,66.7592150508474,-0.782462482,66.4592615342953,0.587837748190953
"92","2022091101 2545","left","CLE",44898,"CAR",52415,47799,7,29.0674131912098,-29.0674131912099,66.7592150508474,-0.782462482,66.7394885371156,0.589674797627852
"93","2022091101 2629","left","CAR",44820,"CLE",47863,52496,12,20.0328114766482,-20.0328114766482,79.2831289766382,-0.211440924,78.8678717879477,0.691504765337852
"94","2022091101 2629","left","CAR",44820,"CLE",52496,52496,12,20.0328114766482,-20.0328114766482,79.2831289766382,-0.211440924,79.2831289766382,0.694227015431434
"95","2022091101 2629","left","CAR",44820,"CLE",44813,52496,12,20.0328114766482,-20.0328114766482,79.2831289766382,-0.211440924,61.0178002046695,0.574487263025001
"96","2022091101 2629","left","CAR",44820,"CLE",44974,52496,12,20.0328114766482,-20.0328114766482,79.2831289766382,-0.211440924,58.9395414762261,0.560863079814994
"97","2022091101 2683","left","CAR",44901,"CLE",47863,44813,6,9.3020300511586,-8.23796994884148,68.2547843931899,0.011077044,60.8382296834797,0.546524360525748
"98","2022091101 2683","left","CAR",44901,"CLE",44974,44813,6,9.3020300511586,-8.23796994884148,68.2547843931899,0.011077044,62.0377799029396,0.554388103252221
"99","2022091101 2683","left","CAR",44901,"CLE",44813,44813,6,9.3020300511586,-8.23796994884148,68.2547843931899,0.011077044,68.2547843931899,0.595144149183062
"100","2022091101 2783","left","CLE",44898,"CAR",47799,47799,7,13.2752272177405,13.2752272177405,66.3599265568916,-0.570069516,66.3599265568916,0.587186550189094
"101","2022091101 2783","left","CLE",44898,"CAR",52592,47799,7,13.2752272177405,13.2752272177405,66.3599265568916,-0.570069516,55.8632362015992,0.518374697967819
"102","2022091101 296","right","CLE",46104,"CAR",47799,47799,3,7.60722844846197,-0.792771551537896,53.3649499773263,-0.621568256,53.3649499773263,0.484139849695708
"103","2022091101 296","right","CLE",46104,"CAR",42368,47799,3,7.60722844846197,-0.792771551537896,53.3649499773263,-0.621568256,44.2345691619814,0.424284943613555
"104","2022091101 296","right","CLE",46104,"CAR",52415,47799,3,7.60722844846197,-0.792771551537896,53.3649499773263,-0.621568256,47.7166144149312,0.44711175618624
"105","2022091101 3080","right","CAR",44820,"CLE",52505,41227,2,2.97572449916629,2.97572449916629,71.4102521896941,1.576606796,53.7363061335688,0.482110017516763
"106","2022091101 3080","right","CAR",44820,"CLE",46098,41227,2,2.97572449916629,2.97572449916629,71.4102521896941,1.576606796,55.0269548189948,0.490570963167726
"107","2022091101 3080","right","CAR",44820,"CLE",41227,41227,2,2.97572449916629,2.97572449916629,71.4102521896941,1.576606796,71.4102521896941,0.597972915536584
"108","2022091101 3221","right","CLE",46104,"CAR",52592,46527,6,11.775427798212,11.775427798212,72.6265413377385,-0.50019631,58.3874572615371,0.530458135456847
"109","2022091101 3221","right","CLE",46104,"CAR",42470,46527,6,11.775427798212,11.775427798212,72.6265413377385,-0.50019631,54.9162637533419,0.50770246232251
"110","2022091101 3221","right","CLE",46104,"CAR",52446,46527,6,11.775427798212,11.775427798212,72.6265413377385,-0.50019631,69.2580621087459,0.601721212577614
"111","2022091101 3221","right","CLE",46104,"CAR",46527,46527,6,11.775427798212,11.775427798212,72.6265413377385,-0.50019631,72.6265413377385,0.623803534440048
"112","2022091101 3669","right","CLE",46104,"CAR",53661,46527,3,22.7632697936634,22.7632697936634,77.9580166615456,-0.525924984,67.1219301024962,0.574324779549041
"113","2022091101 3669","right","CLE",46104,"CAR",42470,46527,3,22.7632697936634,22.7632697936634,77.9580166615456,-0.525924984,59.48656246269,0.524270546081009
"114","2022091101 3669","right","CLE",46104,"CAR",46527,46527,3,22.7632697936634,22.7632697936634,77.9580166615456,-0.525924984,77.9580166615456,0.645361569405598
"115","2022091101 3669","right","CLE",46104,"CAR",52446,46527,3,22.7632697936634,22.7632697936634,77.9580166615456,-0.525924984,72.7401963979307,0.611155751691254
"116","2022091101 3841","right","CAR",44820,"CLE",52496,52496,5,3.31358996853048,3.31358996853048,71.8551295113471,-0.032513861,71.8551295113471,0.614282199808183
"117","2022091101 3841","right","CAR",44820,"CLE",53481,52496,5,3.31358996853048,3.31358996853048,71.8551295113471,-0.032513861,68.1601981842993,0.590059796380194
"118","2022091101 3841","right","CAR",44820,"CLE",41227,52496,5,3.31358996853048,3.31358996853048,71.8551295113471,-0.032513861,56.9911242843005,0.516840082676083
"119","2022091101 3923","left","CAR",44820,"CLE",44813,47863,6,29.8362873756006,-29.8362873756005,87.0560791548206,-0.929233469,86.7145584120081,0.716158602198777
"120","2022091101 3923","left","CAR",44820,"CLE",47863,47863,6,29.8362873756006,-29.8362873756005,87.0560791548206,-0.929233469,87.0560791548206,0.718397467411474
"121","2022091101 3923","left","CAR",44820,"CLE",52496,47863,6,29.8362873756006,-29.8362873756005,87.0560791548206,-0.929233469,75.2433780351818,0.640958406501305
"122","2022091102 1029","left","CHI",47856,"SF",48123,48123,9,17.228317101905,-17.228317101905,69.2845272692678,-0.591250348,69.2845272692678,0.615287564093764
"123","2022091102 1029","left","CHI",47856,"SF",48268,48123,9,17.228317101905,-17.228317101905,69.2845272692678,-0.591250348,61.6868911228673,0.565480682301397
"124","2022091102 1029","left","CHI",47856,"SF",47785,48123,9,17.228317101905,-17.228317101905,69.2845272692678,-0.591250348,67.777819201179,0.605410224721773
"125","2022091102 1050","left","CHI",47856,"SF",46139,47944,7,10.9741493224875,-13.838341690816,69.2676369708736,-0.9792897,52.5717277037596,0.496796963589457
"126","2022091102 1050","left","CHI",47856,"SF",47785,47944,7,10.9741493224875,-13.838341690816,69.2676369708736,-0.9792897,65.2991172984675,0.580232334388221
"127","2022091102 1050","left","CHI",47856,"SF",47944,47944,7,10.9741493224875,-13.838341690816,69.2676369708736,-0.9792897,69.2676369708736,0.606248267029041
"128","2022091102 1588","right","SF",46377,"CHI",41595,45009,12,12.3359461676044,-4.95594616760445,72.1763733650563,-0.567258485,70.1945251812034,0.634645981781732
"129","2022091102 1588","right","SF",46377,"CHI",46290,45009,12,12.3359461676044,-4.95594616760445,72.1763733650563,-0.567258485,66.183001032763,0.608348130026452
"130","2022091102 1588","right","SF",46377,"CHI",45009,45009,12,12.3359461676044,-4.95594616760445,72.1763733650563,-0.567258485,72.1763733650563,0.64763813833168
"131","2022091102 1837","right","CHI",53646,"SF",46139,42360,3,7.29066319466122,7.29066319466122,65.6276907235871,1.557289191,47.0540243111026,0.442768096350171
"132","2022091102 1837","right","CHI",53646,"SF",47785,42360,3,7.29066319466122,7.29066319466122,65.6276907235871,1.557289191,63.4106819947966,0.549995410224095
"133","2022091102 1837","right","CHI",53646,"SF",42360,42360,3,7.29066319466122,7.29066319466122,65.6276907235871,1.557289191,65.6276907235871,0.564529179617596
"134","2022091102 1869","right","CHI",53646,"SF",42360,47785,4,11.3770285300586,11.3770285300586,78.5076200397913,-0.358953469,59.4973740652714,0.528805708078573
"135","2022091102 1869","right","CHI",53646,"SF",47785,47785,4,11.3770285300586,11.3770285300586,78.5076200397913,-0.358953469,78.5076200397913,0.653428821880267
"136","2022091102 1954","left","CHI",47856,"SF",47944,44938,4,12.0057694237587,-28.9595258726817,62.5039772992961,-0.30904181,60.8828714897634,0.537888441854657
"137","2022091102 1954","left","CHI",47856,"SF",44938,44938,4,12.0057694237587,-28.9595258726817,62.5039772992961,-0.30904181,62.5039772992961,0.548515724324161
"138","2022091102 1954","left","CHI",47856,"SF",46139,44938,4,12.0057694237587,-28.9595258726817,62.5039772992961,-0.30904181,49.4205187422517,0.462746116352769
"139","2022091102 2394","right","SF",46377,"CHI",45345,52563,11,15.757139565056,15.757139565056,85.0100176022545,0.041698083,58.6831631016982,0.554718086161005
"140","2022091102 2394","right","SF",46377,"CHI",42443,52563,11,15.757139565056,15.757139565056,85.0100176022545,0.041698083,76.1729182821832,0.669373506882166
"141","2022091102 2394","right","SF",46377,"CHI",52563,52563,11,15.757139565056,15.757139565056,85.0100176022545,0.041698083,85.0100176022545,0.727305783808948
"142","2022091102 2394","right","SF",46377,"CHI",46290,52563,11,15.757139565056,15.757139565056,85.0100176022545,0.041698083,82.7839499794544,0.712712628146558
"143","2022091102 2415","right","SF",46377,"CHI",52563,47973,6,5.53540636459252,2.62459363540739,67.0746189473632,-1.350147238,58.9050253069112,0.533851092155315
"144","2022091102 2415","right","SF",46377,"CHI",47973,47973,6,5.53540636459252,2.62459363540739,67.0746189473632,-1.350147238,67.0746189473632,0.587407484814951
"145","2022091102 2415","right","SF",46377,"CHI",46077,47973,6,5.53540636459252,2.62459363540739,67.0746189473632,-1.350147238,52.3485870412523,0.490869862285373
"146","2022091102 2511","left","CHI",47856,"SF",52422,47785,9,15.9207219401987,-15.9207219401987,76.2398603224133,-0.25347078,65.382469540097,0.589707327778304
"147","2022091102 2511","left","CHI",47856,"SF",47785,47785,9,15.9207219401987,-15.9207219401987,76.2398603224133,-0.25347078,76.2398603224133,0.660883779091331
"148","2022091102 2511","left","CHI",47856,"SF",48268,47785,9,15.9207219401987,-15.9207219401987,76.2398603224133,-0.25347078,73.9188827161797,0.64566843381171
"149","2022091102 2945","right","CHI",47856,"SF",48268,42360,7,15.7295307580521,9.39046924194787,79.1380636580166,-0.838949459,70.317599673103,0.613131377405564
"150","2022091102 2945","right","CHI",47856,"SF",41786,42360,7,15.7295307580521,9.39046924194787,79.1380636580166,-0.838949459,77.4537481391228,0.659912941598819
"151","2022091102 2945","right","CHI",47856,"SF",42360,42360,7,15.7295307580521,9.39046924194787,79.1380636580166,-0.838949459,79.1380636580166,0.670954600127088
"152","2022091102 3428","left","CHI",53646,"SF",52422,52422,7,13.3424848020165,-8.21751519798346,75.3844876725662,0.533973578,75.3844876725662,0.646347747179205
"153","2022091102 3428","left","CHI",53646,"SF",44938,52422,7,13.3424848020165,-8.21751519798346,75.3844876725662,0.533973578,70.3371625652518,0.613259623433407
"154","2022091102 3428","left","CHI",53646,"SF",46139,52422,7,13.3424848020165,-8.21751519798346,75.3844876725662,0.533973578,55.8838867297179,0.518510074076011
"155","2022091102 3981","right","CHI",47856,"SF",42360,41786,2,20.9836416907267,-11.4563583092733,72.6424678837165,-1.730977071,72.091345808724,0.602437876574317
"156","2022091102 3981","right","CHI",47856,"SF",41786,41786,2,20.9836416907267,-11.4563583092733,72.6424678837165,-1.730977071,72.6424678837165,0.606050799266768
"157","2022091102 3981","right","CHI",47856,"SF",48268,41786,2,20.9836416907267,-11.4563583092733,72.6424678837165,-1.730977071,57.5448860931013,0.50707745320149
"158","2022091102 467","left","CHI",47856,"SF",46139,47785,7,11.5201889249702,-11.5201889249702,74.4941780841439,-0.791840855,57.6754999251168,0.530255130685908
"159","2022091102 467","left","CHI",47856,"SF",48123,47785,7,11.5201889249702,-11.5201889249702,74.4941780841439,-0.791840855,66.2872307817819,0.586709987504606
"160","2022091102 467","left","CHI",47856,"SF",47785,47785,7,11.5201889249702,-11.5201889249702,74.4941780841439,-0.791840855,74.4941780841439,0.64051125493679
"161","2022091102 800","left","CHI",53646,"SF",48123,44938,18,16.3044202749749,-11.8555797250252,70.2508097217621,-0.14950198,40.984947533148,0.469946087506037
"162","2022091102 800","left","CHI",53646,"SF",44938,44938,18,16.3044202749749,-11.8555797250252,70.2508097217621,-0.14950198,70.2508097217621,0.661800673655255
"163","2022091102 800","left","CHI",53646,"SF",48268,44938,18,16.3044202749749,-11.8555797250252,70.2508097217621,-0.14950198,43.3450443600916,0.485417881813246
"164","2022091102 800","left","CHI",53646,"SF",46139,44938,18,16.3044202749749,-11.8555797250252,70.2508097217621,-0.14950198,59.7695427274413,0.593089930450252
"165","2022091102 900","left","SF",53623,"CHI",37087,46290,6,4.41543904324318,-2.42456095675684,63.6316443686875,-0.446797748,36.836625996685,0.389180021494485
"166","2022091102 900","left","SF",53623,"CHI",41595,46290,6,4.41543904324318,-2.42456095675684,63.6316443686875,-0.446797748,59.9958167662954,0.541001858555653
"167","2022091102 900","left","SF",53623,"CHI",46290,46290,6,4.41543904324318,-2.42456095675684,63.6316443686875,-0.446797748,63.6316443686875,0.56483680302
"168","2022091103 1037","right","CIN",44860,"PIT",44877,44877,5,22.4382762029824,-2.65827620298236,62.5768901527759,-1.471188082,62.5768901527759,0.553457995796705
"169","2022091103 1037","right","CIN",44860,"PIT",43325,44877,5,22.4382762029824,-2.65827620298236,62.5768901527759,-1.471188082,59.0296140932002,0.530203557708369
"170","2022091103 1150","left","PIT",53453,"CIN",44915,46138,12,5.77161210705765,3.15161210705776,66.8446437443175,-0.320377327,39.0115915239084,0.430223887767144
"171","2022091103 1150","left","PIT",53453,"CIN",46138,46138,12,5.77161210705765,3.15161210705776,66.8446437443175,-0.320377327,66.8446437443175,0.61268557916039
"172","2022091103 1150","left","PIT",53453,"CIN",47855,46138,12,5.77161210705765,3.15161210705776,66.8446437443175,-0.320377327,59.0640184416693,0.56167909803227
"173","2022091103 1315","left","CIN",44860,"PIT",44906,46080,13,10.8153408066994,-8.38465919330059,59.3097301801711,-0.539197868,41.8229385840394,0.453118173023802
"174","2022091103 1315","left","CIN",44860,"PIT",46080,46080,13,10.8153408066994,-8.38465919330059,59.3097301801711,-0.539197868,59.3097301801711,0.567754165742263
