"","gamePlayId","playSide","possessionTeam","ballCarrierId","defensiveTeam","edgeSetterId_atMaxChange","frames_from_start_atMaxChange","total_change_at_max_change","relative_total_change","max_EIR_atMaxChange","expectedPointsAdded"
"46","2022091102 1954","left","CHI",47856,"SF",44938,4,12.0057694237587,-28.9595258726817,53.8565570972845,-0.30904181
"47","2022091102 2394","right","SF",46377,"CHI",52563,11,15.757139565056,15.757139565056,85.4349120841049,0.041698083
"48","2022091102 2415","right","SF",46377,"CHI",47973,6,5.53540636459252,2.62459363540739,60.5901216157188,-1.350147238
"49","2022091102 2511","left","CHI",47856,"SF",47785,9,15.9207219401987,-15.9207219401987,74.2412175014259,-0.25347078
"50","2022091102 2945","right","CHI",47856,"SF",42360,7,15.7295307580521,9.39046924194787,75.5067389724488,-0.838949459
"51","2022091102 3428","left","CHI",53646,"SF",52422,7,13.3424848020165,-8.21751519798346,70.8915488415889,0.533973578
"52","2022091102 3981","right","CHI",47856,"SF",41786,2,20.9836416907267,-11.4563583092733,63.9722383377966,-1.730977071
"53","2022091102 467","left","CHI",47856,"SF",47785,7,11.5201889249702,-11.5201889249702,70.086843298234,-0.791840855
"54","2022091102 800","left","CHI",53646,"SF",44938,18,16.3044202749749,-11.8555797250252,73.8186042600701,-0.14950198
"55","2022091102 900","left","SF",53623,"CHI",46290,6,4.41543904324318,-2.42456095675684,56.3999586382324,-0.446797748
"56","2022091103 1037","right","CIN",44860,"PIT",44877,5,22.4382762029824,-2.65827620298236,53.9858085051662,-1.471188082
"57","2022091103 1150","left","PIT",53453,"CIN",46138,12,5.77161210705765,3.15161210705776,65.1273971157922,-0.320377327
"58","2022091103 1315","left","CIN",44860,"PIT",46080,13,10.8153408066994,-8.38465919330059,56.4765789498633,-0.539197868
"59","2022091103 1363","right","CIN",44860,"PIT",44842,6,13.732447599957,13.732447599957,64.0882540162054,-0.415440394
"60","2022091103 1384","right","CIN",44860,"PIT",44842,11,9.6030970669925,9.6030970669925,68.0161405679101,-0.430311473
"61","2022091103 1493","right","PIT",54905,"CIN",54560,2,9.82748912973224,9.82748912973224,49.5654218607231,-0.368417977
"62","2022091103 1926","right","CIN",44860,"PIT",44842,14,13.9018790525801,13.9018790525801,76.7141901227055,-0.070107265
"63","2022091103 1947","left","CIN",44860,"PIT",37104,11,19.8790743538615,19.8790743538615,88.9178060001599,-1.326545482
"64","2022091103 2201","right","CIN",44860,"PIT",44886,13,22.4189081136148,0.861091886385282,94.7413770606183,-0.417333856
"65","2022091103 2511","left","PIT",53453,"CIN",47855,9,9.1737890913319,-4.30621090866811,63.7294933216419,-0.605697574
"66","2022091103 2611","left","CIN",44860,"PIT",52510,4,14.2051797080944,-12.3748202919055,66.3377847284985,-0.311494125
"67","2022091103 2719","right","PIT",53453,"CIN",46146,9,7.30493780992956,7.30493780992956,68.780391674485,-0.528622924
"68","2022091103 274","left","CIN",44860,"PIT",52510,9,11.6120093807364,0.452009380736428,60.8222748766993,0.687573774
"69","2022091103 2955","right","CIN",44860,"PIT",44842,10,7.31999343947686,7.31999343947686,73.2917634023752,-0.431535955
"70","2022091103 3105","right","PIT",53453,"CIN",46146,2,9.77359622951923,9.77359622951923,59.0254700708963,0.605010791
"71","2022091103 4279","left","CIN",44860,"PIT",52510,5,15.2555362776846,-13.7444637223154,77.3172309516888,-0.772849506
"72","2022091103 4462","right","CIN",44860,"PIT",52971,10,18.6853959009394,-13.2053959009394,83.173354902335,-0.49914089
"73","2022091103 520","left","PIT",53453,"CIN",44915,12,12.8782066677747,-6.22179333222525,67.3393443934767,-0.594983522
"74","2022091103 632","left","CIN",44860,"PIT",52510,2,6.16082199422226,-3.73917800577772,56.3489502828738,-0.249397085
"75","2022091103 743","left","PIT",53453,"CIN",44915,2,12.8502431677277,-3.72975683227222,58.2435075035851,0.116160718
"76","2022091103 881","right","CIN",44860,"PIT",43325,9,9.76455787988843,9.76455787988843,58.0074268816135,-0.502442091
"77","2022091103 955","right","CIN",44860,"PIT",43325,14,8.30392204447676,0.876077955523272,64.3354946359034,-0.003325306
"78","2022091104 1460","left","PHI",47836,"DET",54467,3,9.87502340263478,-9.50497659736521,61.2617083881826,0.882276659
"79","2022091104 1481","left","PHI",47836,"DET",47975,13,8.80627905675834,-4.65372094324158,65.7739013964695,0.7127766
"80","2022091104 1660","right","PHI",47836,"DET",53501,6,22.8128423311058,22.8128423311058,86.4609473284699,1.328910375
"81","2022091104 1713","right","DET",44947,"PHI",53618,8,11.5372633440652,6.00273665593473,67.5588227562178,-0.303989924
"82","2022091104 1826","right","DET",44947,"PHI",44825,3,7.81931214559785,7.81931214559785,51.042430711301,-0.557860424
"83","2022091104 1917","left","DET",52443,"PHI",46188,4,10.2786895952813,-4.08131040471872,45.2568577982566,1.026737616
"84","2022091104 2109","right","PHI",53579,"DET",47918,9,9.00926506838314,9.00926506838314,66.1921076044241,0.347226633
"85","2022091104 2516","left","PHI",53579,"DET",44834,13,18.7104159993766,-11.0747471996374,71.2871868088359,0.39143638
"86","2022091104 2537","right","PHI",53579,"DET",54467,8,14.2355268932038,14.2355268932038,69.5545358844093,-0.793184627
"87","2022091104 2662","left","PHI",53579,"DET",47975,9,21.1464254460872,-13.0535745539127,78.1016637674893,0.656560581
"88","2022091104 2683","left","PHI",53579,"DET",54467,7,8.55904399157575,-0.0809560084242378,66.9364470231155,0.606530325
"89","2022091104 2760","left","DET",44947,"PHI",44825,5,18.08155867405,-9.47844132595,74.174379977685,-0.941655512
"90","2022091104 3502","left","DET",44947,"PHI",46199,2,8.00551047463551,-7.95448952536452,69.1466350918889,0.688946087
"91","2022091104 3596","left","PHI",47836,"DET",54467,2,15.4194013095683,-11.7005986904317,70.2031511003937,-0.233922172
"92","2022091104 4025","right","DET",52443,"PHI",44825,6,9.6853868072474,9.6853868072474,67.2635815296934,-0.490593304
"93","2022091104 4292","right","PHI",47836,"DET",54467,9,7.46990673135787,7.46990673135787,67.1898804446658,-0.060819529
"94","2022091104 4313","left","PHI",47836,"DET",54467,9,13.1086225951738,-13.1086225951739,71.3872472007877,0.258905092
"95","2022091104 4334","left","PHI",47836,"DET",38544,4,9.95578632654804,1.87578632654802,74.6642145180724,1.674509647
"96","2022091104 4410","left","PHI",46270,"DET",47975,3,4.37099600861915,1.45099600861914,57.7836298397637,-0.66797281
"97","2022091104 4448","left","PHI",46270,"DET",47918,6,5.27324048060002,-5.00675951939999,70.781636459576,-0.838155988
"98","2022091104 604","right","DET",52443,"PHI",44825,3,11.5975401516562,11.5975401516562,64.6972730116499,-0.0090487
"99","2022091105 1050","right","HOU",40138,"IND",53450,3,9.3688241426363,9.3688241426363,59.9689121396359,0.819827237
"100","2022091105 1194","right","IND",52449,"HOU",46229,2,5.79094706945986,5.79094706945986,42.7636295984928,-0.401788774
"101","2022091105 1309","right","HOU",54572,"IND",46133,9,3.46104776036387,1.37895223963613,60.140989660878,0.433848153
"102","2022091105 1330","right","HOU",54572,"IND",46133,4,3.8290021245445,3.8290021245445,56.0592596888451,0.284460703
"103","2022091105 1480","left","IND",46173,"HOU",46229,3,8.83121871247717,-0.828781287522844,62.7581590703584,-0.211993647
"104","2022091105 228","left","IND",52449,"HOU",46229,4,14.9569705771882,-14.4230294228118,68.3430682074736,-0.608880042
"105","2022091105 2303","left","IND",52449,"HOU",46229,4,11.8254869134081,-3.81451308659192,66.2501024256674,0.056878556
"106","2022091105 2616","left","HOU",40138,"IND",47872,9,13.1567538224738,-13.1567538224738,73.9905318182115,-0.7599042
"107","2022091105 3413","left","IND",52449,"HOU",46229,6,28.8450868834915,-28.8450868834915,82.7639516461849,1.206976515
"108","2022091105 3524","left","HOU",40138,"IND",43358,8,9.15269308049926,-6.56730691950065,66.174502183833,-0.595423611
"109","2022091105 358","left","IND",46173,"HOU",46796,10,16.5129864983311,-16.5129864983311,62.411364513063,-0.766938767
"110","2022091105 3670","left","IND",52449,"HOU",41300,24,17.6998930270828,-17.6998930270829,64.7188743854522,0.868395838
"111","2022091105 3712","right","IND",52449,"HOU",55045,10,8.50518660704427,8.50518660704427,60.7439270320004,1.109915738
"112","2022091105 3911","left","IND",52449,"HOU",55045,14,9.10934885502925,-9.01065114497069,74.6995495483829,-0.257648137
"113","2022091105 4512","right","IND",52449,"HOU",53624,10,21.9781798477547,-11.9381798477546,84.1666992430163,-1.031323302
"114","2022091105 4578","left","IND",52449,"HOU",35470,3,4.54852208065809,0.328522080658132,60.7687461518717,-1.238532878
"115","2022091105 56","left","IND",52449,"HOU",53624,2,11.1767449552181,2.01674495521809,61.2601311511545,-0.122591964
"116","2022091105 711","left","IND",52449,"HOU",53624,13,12.1137500721026,4.25375007210255,69.9437193923717,-0.177976441
"117","2022091105 889","right","HOU",40138,"IND",53450,8,5.58445422431214,5.58445422431214,67.3452966032145,-0.471026154
"118","2022091106 1218","right","NE",47870,"MIA",46142,17,10.4532592308081,2.16674076919179,55.9212533907488,-0.647943088
"119","2022091106 1380","right","MIA",46203,"NE",43435,9,13.1834598968418,13.1834598968418,69.6232621700641,-0.373114992
"120","2022091106 1425","right","MIA",46203,"NE",43435,7,9.27248523174268,9.27248523174268,60.8827204822176,-0.269281747
"121","2022091106 1919","left","NE",47870,"MIA",43321,6,7.25675083686329,-7.25675083686338,52.9918181417187,0.707870292
"122","2022091106 1945","right","NE",47870,"MIA",47796,6,5.81476625579177,0.285233744208256,67.587891550754,-0.557118698
"123","2022091106 2090","left","NE",53549,"MIA",38548,9,9.38628262569763,2.7462826256976,63.8280909827508,-0.747744083
"124","2022091106 2429","right","MIA",46203,"NE",44944,13,29.0336314236406,28.5003685763593,77.1482942196936,0.005992054
"125","2022091106 2626","left","NE",53549,"MIA",43321,4,10.3929737545113,-10.3670262454887,65.4376669644025,-1.004771311
"126","2022091106 3277","left","MIA",46203,"NE",43435,6,4.30100635277653,-2.85899364722346,54.7480088782633,-0.506080577
"127","2022091106 3361","left","MIA",42718,"NE",42433,10,12.8868777106313,-10.6331222893687,69.3083843349945,-0.638265657
"128","2022091106 466","right","MIA",46203,"NE",37308,5,8.41464873837847,8.41464873837847,59.8959617237421,0.167824704
"129","2022091106 499","right","MIA",42718,"NE",47826,8,5.78840394543298,5.78840394543298,49.4814815129681,-0.944763826
"130","2022091106 586","left","NE",53549,"MIA",46142,4,16.6820868349869,-28.6632762708367,64.2121954692088,0.22943525
"131","2022091106 752","left","NE",42437,"MIA",46307,4,16.3666197272491,-7.3933802727509,61.065445033684,-1.274008404
"132","2022091106 83","left","NE",47870,"MIA",52464,5,6.08881804061896,0.328818040618955,75.52266023902,0.81796274
"133","2022091106 883","left","MIA",48233,"NE",37308,2,7.82600051591682,-6.99399948408322,63.4542650789528,0.586264944
"134","2022091107 1099","left","NYJ",54501,"BAL",37145,12,21.3109213289841,1.45092132898409,70.5171823445564,-0.178058816
"135","2022091107 1144","left","NYJ",54501,"BAL",37145,2,28.4117006667369,-25.6682993332631,75.6269376257837,-0.450832647
"136","2022091107 1696","right","NYJ",53536,"BAL",43694,11,10.0620201427305,10.0579798572696,72.519067324153,-0.036379161
"137","2022091107 1803","left","NYJ",54501,"BAL",37145,6,3.49144061205417,-0.58855938794585,53.2665989206337,-0.464127019
"138","2022091107 1841","right","NYJ",53536,"BAL",43694,10,11.4844680482467,0.655531951753346,75.4806927291317,-1.365189877
"139","2022091107 1994","left","BAL",47896,"NYJ",44929,10,15.1691914069737,12.5891914069738,65.8596595654043,-0.188002322
"140","2022091107 2113","right","BAL",47896,"NYJ",42467,4,6.55651014182456,6.55651014182456,47.086459033851,-0.182393658
"141","2022091107 2457","left","NYJ",53536,"BAL",37145,11,12.8194511554077,-10.8205488445923,66.7958138408596,-0.572719522
"142","2022091107 2530","right","NYJ",54501,"BAL",41363,12,19.3617122119516,15.4782877880484,83.8226577218782,-0.470046747
"143","2022091107 3163","left","BAL",43362,"NYJ",54582,13,10.9900007234567,-10.9900007234567,63.8555789650165,-0.007357287
"144","2022091107 330","right","BAL",43362,"NYJ",41243,17,13.7992795233617,13.7992795233617,72.4950530286438,-1.335794562
"145","2022091107 469","left","NYJ",53536,"BAL",43694,12,15.6556445210205,-22.1966203673865,75.5859853487884,-0.664749932
"146","2022091107 490","left","NYJ",53536,"BAL",53460,4,5.3539019274827,-3.44609807251726,57.9446103689127,-0.926455309
"147","2022091108 1039","right","NYG",46071,"TEN",53564,15,9.31054978237418,9.31054978237418,77.4356626570679,-0.466927741
"148","2022091108 1089","left","TEN",43334,"NYG",55032,9,7.88393378517924,-33.2345639596947,61.7649426411256,0.050877734
"149","2022091108 1440","right","TEN",43334,"NYG",43333,9,5.15870535499567,5.15870535499567,63.9991471206634,-0.090182223
"150","2022091108 1552","left","TEN",43334,"NYG",40171,2,9.55640366098416,-9.55640366098419,39.2647472694856,0.131209634
"151","2022091108 1639","left","NYG",46071,"TEN",53564,12,7.18102172352434,-5.31897827647566,53.0685305464167,-0.086656254
"152","2022091108 1853","left","TEN",43334,"NYG",43333,6,11.3822525657187,-7.47774743428133,53.722790758082,0.431919645
"153","2022091108 195","left","TEN",43334,"NYG",42349,8,8.80602324492128,-5.73397675507869,58.748843494692,0.05474892
"154","2022091108 2473","left","TEN",43334,"NYG",43333,8,10.0832193852056,-7.0367806147944,68.1174892420284,0.420772237
"155","2022091108 2636","left","NYG",46071,"TEN",48462,2,6.74987725749332,-5.07012274250673,56.2810043204503,-0.490963213
"156","2022091108 3132","left","TEN",43334,"NYG",55032,5,7.00512478275635,-2.03487521724361,50.1371931548993,-0.583632755
"157","2022091108 494","left","TEN",43334,"NYG",44830,13,29.3263653519576,-28.2076346480424,67.6216201040636,-0.038057819
"158","2022091108 62","right","NYG",46071,"TEN",42365,5,18.9333357153665,18.9333357153665,67.7727282475161,-0.61207063
"159","2022091108 839","left","TEN",43334,"NYG",53645,13,7.73907364431605,-7.38092635568395,40.007177644159,-0.26433213
"160","2022091108 947","right","NYG",46071,"TEN",53564,5,8.12403215473324,8.12403215473324,55.5187957945019,-0.233472758
"161","2022091109 1636","left","WAS",52474,"JAX",43787,5,6.29856915911179,0.358569159111852,64.608034296438,0.431356267
"162","2022091109 1827","left","WAS",44852,"JAX",47790,6,11.719944230247,-11.020055769753,62.869238646251,-4.147361578
"163","2022091109 187","left","JAX",52733,"WAS",53448,8,8.82300904661585,-8.82300904661582,58.1747075962913,1.210984533
"164","2022091109 2267","left","WAS",52474,"JAX",47790,2,8.44878822855051,-5.23121177144949,57.1737327479438,1.416842938
"165","2022091109 2383","right","JAX",52733,"WAS",52637,5,10.1274830513839,10.1274830513839,51.7224675900528,0.458559086
"166","2022091109 2941","right","JAX",52733,"WAS",42331,3,11.004345965923,9.77565403407704,59.5003752122373,0.006541255
"167","2022091109 3116","left","WAS",52474,"JAX",52481,10,19.8552717018436,-15.2247282981564,80.2683404478866,0.019955265
"168","2022091109 3156","right","WAS",43722,"JAX",44880,5,8.81186807349491,8.81186807349491,58.0354031706526,-0.377679855
"169","2022091109 3208","right","JAX",52733,"WAS",47809,6,11.4793334184236,11.4793334184236,50.5715480380286,-0.546852245
"170","2022091109 338","right","WAS",44852,"JAX",46269,20,12.5755879163925,12.5755879163925,75.8946563866708,-0.461443224
"171","2022091109 3678","right","JAX",53454,"WAS",46082,7,9.81495476164723,1.42504523835281,55.8692461632942,1.544074291
"172","2022091109 3752","left","JAX",53454,"WAS",47809,12,10.4129849062757,-10.4129849062757,74.2119332283258,-0.392013234
"173","2022091109 3986","left","WAS",43722,"JAX",43352,7,5.42830688332137,-2.7316931166786,59.5792067072599,0.203804195
"174","2022091109 4096","left","WAS",52474,"JAX",54466,6,8.75520301837193,-7.76479698162805,55.3767283696626,0.774976221
"175","2022091109 4117","right","WAS",52474,"JAX",46249,6,10.1188599725806,6.82114002741946,66.6351074341655,0.174095162
"176","2022091109 4155","right","WAS",52474,"JAX",46249,9,11.1775453227808,10.3024546772193,71.3121765724995,-0.42285103
"177","2022091109 4474","left","WAS",52474,"JAX",52481,11,12.098540896198,-12.098540896198,70.7934220391076,-0.034631939
"178","2022091109 539","right","JAX",52733,"WAS",52637,7,6.04113747128,6.04113747128,69.3111811637006,-0.533234107
"179","2022091109 957","left","WAS",52474,"JAX",54466,7,9.83036162604608,-3.50963837395383,55.8811412921853,-0.077054479
"180","2022091110 1047","left","KC",52440,"ARI",52539,12,5.61543766473941,-2.14456233526059,67.5531948127458,-0.494083013
"181","2022091110 1092","right","KC",54716,"ARI",47848,9,15.9710963966615,15.9710963966615,70.011895597869,-0.399724879
"182","2022091110 219","right","KC",52440,"ARI",41403,2,9.12618266868975,9.12618266868975,61.8160263451231,-0.590976434
"183","2022091110 2266","right","ARI",44917,"KC",47867,7,25.9868911868624,-10.8068911868623,73.3737433649382,-0.581514677
"184","2022091110 2677","right","KC",52440,"ARI",47848,11,4.36203786891214,4.36203786891214,60.070925718407,0.062564896
"185","2022091110 2765","right","KC",41325,"ARI",48032,25,15.3460333898777,15.1339666101223,43.647880107133,1.249786962
"186","2022091110 3071","right","ARI",52630,"KC",52585,4,7.5678204186421,7.5678204186421,75.6066226151079,-0.419120137
"187","2022091110 3140","right","ARI",44917,"KC",35493,11,11.5503822663421,-9.97038226634216,72.2420332564077,-1.007476982
"188","2022091110 3185","right","ARI",44917,"KC",42406,18,12.9149161251173,12.9149161251173,72.7153041820279,-0.149739094
"189","2022091110 3331","right","KC",54716,"ARI",47848,2,8.46077570267727,8.46077570267727,56.9666746945419,0.779583494
"190","2022091110 3378","left","KC",54716,"ARI",53639,6,8.65507761413542,-7.58492238586459,73.3028595947145,-0.352123412
"191","2022091110 3423","left","KC",54716,"ARI",41403,8,5.54365179686812,-5.39634820313194,66.6441159045475,1.186155061
"192","2022091110 3471","right","KC",54716,"ARI",52539,10,14.3174069010405,14.3174069010405,93.7363396052466,-0.999512205
"193","2022091110 3879","left","KC",41325,"ARI",54709,7,17.6770880292644,-14.5029119707355,76.9818432583657,-1.39818196
"194","2022091110 460","right","KC",52440,"ARI",47848,2,6.09535310065505,6.09535310065505,48.8879122782558,-0.387099791
"195","2022091110 729","left","ARI",44917,"KC",54495,15,7.85510180085652,-4.90489819914347,65.4319564245426,-0.587148449
"196","2022091110 994","right","ARI",44917,"KC",46144,10,9.70067077335511,-2.88067077335518,78.606908230678,0.787167281
"197","2022091111 121","right","LAC",45573,"LV",53509,2,11.1301408293743,-7.5098591706257,50.5827578567866,-0.454023629
"198","2022091111 166","right","LAC",45573,"LV",47889,7,18.584446391114,17.335553608886,80.7784421921339,-0.052142688
"199","2022091111 187","right","LAC",45573,"LV",47889,3,29.4202178458584,29.4202178458584,54.9224094139244,-1.339969593
"200","2022091111 2044","right","LAC",52520,"LV",44968,10,19.3353547197484,19.3353547197484,65.2297050075654,-0.917703103
"201","2022091111 2113","right","LAC",52520,"LV",47889,2,15.3881881583514,15.3881881583514,64.5365801782523,0.956619941
"202","2022091111 2236","left","LV",47807,"LAC",53547,6,13.8869320238557,-9.77306797614426,63.3815420384894,0.52762399
"203","2022091111 2543","right","LAC",45573,"LV",39997,13,20.8341633613357,20.8341633613357,86.646793732696,-0.543301036
"204","2022091111 2901","left","LAC",45573,"LV",46387,10,9.11197630671636,-9.11197630671637,58.6342427430202,-0.395377353
"205","2022091111 2967","right","LAC",46100,"LV",47889,9,16.3468697762302,16.3468697762302,65.6085822361187,0.299818732
"206","2022091111 730","left","LAC",45573,"LV",46214,2,4.11434511725829,1.81434511725828,49.7760202495253,-1.29666676
"207","2022091112 1144","right","MIN",44853,"GB",43338,11,29.7427674516863,29.7427674516863,89.5466958635369,0.099156635
"208","2022091112 1165","left","MIN",44853,"GB",43316,9,10.6634545603978,-7.83654543960233,67.8865689072135,0.349560142
"209","2022091112 1260","right","MIN",44853,"GB",42381,10,13.5168103160135,13.5168103160135,76.5010633570096,-0.779078098
"210","2022091112 1458","left","MIN",44853,"GB",47795,4,13.1289564936839,-9.93104350631612,62.6423787492043,0.371401264
"211","2022091112 1994","right","GB",52470,"MIN",46165,6,11.0132904292138,-2.25329042921379,62.7868439050815,0.506989421
"212","2022091112 2225","right","GB",52470,"MIN",53519,12,17.6684930093614,17.6684930093614,72.5335517006908,-0.174213203
"213","2022091112 2246","left","GB",44995,"MIN",52525,6,19.9452409892396,-16.0347590107604,69.3601883002976,2.201547463
"214","2022091112 2886","left","MIN",44853,"GB",42381,5,6.37478514125937,1.05478514125937,53.1151972827558,-0.613648164
"215","2022091112 2981","right","MIN",47885,"GB",52863,16,15.9050871438954,15.9050871438954,73.0166197279733,0.458370281
"216","2022091112 3029","left","MIN",47885,"GB",47795,4,10.2754651470257,-10.2045348529743,67.2512504640801,-0.577090006
"217","2022091113 1017","right","TB",44816,"DAL",46088,18,9.16385134633504,-2.88385134633506,61.8575542186804,0.276751208
"218","2022091113 1080","right","TB",44816,"DAL",53621,9,16.1286865399125,16.1286865399125,75.7092064554837,-0.365526281
"219","2022091113 1436","left","TB",44816,"DAL",53441,2,12.8521953492893,-10.4078046507107,57.9042246155426,-0.70480573
"220","2022091113 1545","right","DAL",47911,"TB",53461,9,15.3499305434139,15.3499305434139,58.7834732849686,0.353055095
"221","2022091113 200","right","DAL",43293,"TB",43354,13,18.9501587380879,18.9501587380879,69.2431016756155,0.430353176
"222","2022091113 2180","left","DAL",43293,"TB",41915,5,7.38644606367166,-4.65355393632831,55.7233289240452,0.200336648
"223","2022091113 2262","left","DAL",43293,"TB",46081,5,10.6631054441082,-8.33689455589177,57.5824595121549,0.218426144
"224","2022091113 2790","left","DAL",47911,"TB",41915,9,8.62527918878666,-8.62527918878669,61.9238693777988,0.483437554
"225","2022091113 2890","right","DAL",47911,"TB",53461,7,10.833642565808,10.833642565808,59.79310350874,-1.691412038
"226","2022091113 2933","left","TB",44816,"DAL",53441,14,24.0117290649094,-55.6978933002913,88.0892200807689,-0.402337254
"227","2022091113 3642","right","TB",54556,"DAL",53441,12,7.203193354935,7.203193354935,36.3339897070115,-0.091624231
"228","2022091113 3684","left","TB",54556,"DAL",53441,3,7.47539520745977,-4.08460479254018,59.7188645600076,-0.463567266
"229","2022091113 531","right","TB",44816,"DAL",53441,2,9.02874514014431,9.02874514014431,57.9858121901171,-1.734157782
